Time[ms];Pressure[Pa];Approxaltitude[m];Temperature[degC];accX[m/s2];accY[m/s2];accZ[m/s2];rotX[rad/s];rotY[rad/s];rotZ[rad/s];magX[uT];magY[uT];magZ[uT];roll[deg];pitch[deg];heading[deg];tempMPU[degC];Satellites[];Date[yyyy-mm-dd];Time[hh:mm:ss];Latitude[deg];Longitude[deg];RelativeX[m];RelativeY[m];Altitude[m];Angle[deg];deltapressure[Pa];speed[m/s];tempPitot[degC];Ch0;Ch1;Ch2;Ch3;
252994;100813;42.65;31.5;-0.091;0.215;-10.032;0.063;-0.003;-0.200;44.773;-9.499;20.631;-13.5;-2.9;169.8;35.1;12;2025-05-13;13:08:17;51.935.066;4.199.002;-11.656.546.875;-6.951.599.121;82.2;25.66;278.29;21.50;26.2;396.00;395.00;395.00;396.00;
253094;100802;43.63;31.5;0.891;2.868;-11.851;-0.066;-0.078;-0.205;44.773;-9.499;20.631;-13.4;-2.9;170.0;35.1;12;2025-05-13;13:08:17;51.935.066;4.199.002;-11.656.546.875;-6.951.599.121;82.2;25.75;282.49;21.66;27.0;396.00;395.00;395.00;396.00;
253194;100798;43.90;31.5;-0.187;2.413;-9.673;0.012;-0.104;-0.196;44.773;-9.499;20.631;-13.4;-2.7;170.2;35.1;12;2025-05-13;13:08:18;51.935.158;4.199.129;-11.647.842.773;-6.941.320.313;82.2;25.84;282.49;21.66;26.2;396.00;395.00;395.00;396.00;
253294;100783;45.20;31.5;1.786;3.338;-10.492;-0.004;-0.168;-0.196;44.773;-9.499;20.631;-13.5;-3.0;170.4;35.1;12;2025-05-13;13:08:18;51.935.158;4.199.129;-11.647.842.773;-6.941.320.313;82.2;25.84;273.03;21.30;26.2;396.00;395.00;395.00;396.00;
253394;100778;45.58;31.5;1.015;4.137;-9.567;-0.054;-0.305;-0.193;44.773;-9.499;20.631;-13.9;-3.1;170.6;35.1;12;2025-05-13;13:08:18;51.935.158;4.199.129;-11.647.842.773;-6.941.320.313;88.0;25.84;273.03;21.30;26.2;396.00;395.00;395.00;396.00;
253494;100769;46.38;31.5;1.197;2.246;-10.199;-0.066;-0.280;-0.199;44.773;-9.499;20.631;-13.8;-3.2;170.8;35.1;12;2025-05-13;13:08:18;51.935.158;4.199.129;-11.647.842.773;-6.941.320.313;88.0;25.84;263.56;20.92;26.2;396.00;395.00;395.00;396.00;
253594;100766;46.63;31.5;1.441;3.141;-11.109;-0.082;-0.261;-0.197;44.773;-9.499;20.631;-13.8;-3.3;171.0;35.1;12;2025-05-13;13:08:18;51.935.158;4.199.129;-11.647.842.773;-6.941.320.313;88.0;25.93;273.03;21.30;26.2;396.00;395.00;395.00;396.00;
253694;100755;47.51;31.5;1.279;5.933;-11.253;-0.100;-0.245;-0.184;44.773;-9.499;20.631;-14.5;-3.4;171.2;35.1;12;2025-05-13;13:08:18;51.935.158;4.199.129;-11.647.842.773;-6.941.320.313;88.0;25.93;270.92;21.21;26.2;396.00;395.00;395.00;396.00;
253794;100750;47.96;31.5;1.030;3.917;-8.983;-0.067;-0.246;-0.174;44.773;-9.499;20.631;-14.9;-3.5;171.4;35.1;12;2025-05-13;13:08:18;51.935.158;4.199.129;-11.647.842.773;-6.941.320.313;88.0;26.02;263.56;20.92;26.2;396.00;395.00;395.00;396.00;
253894;100739;48.89;31.5;0.910;4.003;-11.617;-0.067;-0.115;-0.202;44.773;-9.499;20.631;-15.0;-3.5;171.6;35.1;12;2025-05-13;13:08:18;51.935.158;4.199.129;-11.647.842.773;-6.941.320.313;88.0;26.10;266.71;21.05;26.2;396.00;395.00;395.00;396.00;
253994;100737;48.99;31.5;-1.484;3.290;-11.018;-0.074;-0.055;-0.191;44.773;-9.499;20.631;-15.0;-3.0;171.7;35.1;12;2025-05-13;13:08:18;51.935.158;4.199.129;-11.647.842.773;-6.941.320.313;88.0;26.10;266.71;21.05;26.2;396.00;395.00;395.00;396.00;
254094;100727;49.83;31.5;0.172;3.036;-9.467;-0.025;-0.022;-0.189;46.211;-6.990;19.590;-15.1;-2.9;172.0;35.1;12;2025-05-13;13:08:18;51.935.158;4.199.129;-11.647.842.773;-6.941.320.313;88.0;26.10;255.14;20.59;26.2;396.00;395.00;395.00;396.00;
254194;100714;50.99;31.5;-0.067;4.171;-9.888;-0.028;0.084;-0.207;44.593;-4.660;21.844;-15.3;-2.7;172.5;35.1;12;2025-05-13;13:08:18;51.935.158;4.199.129;-11.647.842.773;-6.941.320.313;88.0;26.10;250.93;20.42;26.2;396.00;395.00;395.00;396.00;
254294;100711;51.21;31.5;0.172;3.668;-10.659;-0.074;0.173;-0.227;44.593;-4.660;21.844;-15.3;-2.6;172.9;35.1;12;2025-05-13;13:08:19;51.935.268;4.199.205;-11.642.587.891;-6.928.927.246;88.0;26.19;258.30;20.71;26.2;396.00;395.00;395.00;396.00;
254394;100702;51.93;31.5;-0.287;2.911;-9.931;-0.112;0.144;-0.238;44.593;-4.660;21.844;-15.2;-2.4;173.2;35.1;12;2025-05-13;13:08:19;51.935.268;4.199.205;-11.642.587.891;-6.928.927.246;93.2;26.28;236.20;19.81;26.2;396.00;395.00;395.00;396.00;
254494;100697;52.39;31.5;1.250;6.373;-8.284;-0.103;0.078;-0.261;44.593;-4.660;21.844;-16.2;-2.6;173.7;35.1;12;2025-05-13;13:08:19;51.935.268;4.199.205;-11.642.587.891;-6.928.927.246;93.2;26.19;263.56;20.92;26.2;396.00;395.00;395.00;396.00;
254594;100683;53.53;31.5;0.306;2.840;-7.393;0.046;0.141;-0.287;44.593;-4.660;21.844;-16.2;-2.6;174.0;35.1;12;2025-05-13;13:08:19;51.935.268;4.199.205;-11.642.587.891;-6.928.927.246;93.2;26.19;257.24;20.67;26.2;396.00;395.00;395.00;396.00;
254694;100679;53.90;31.5;1.604;2.399;-8.418;0.032;0.075;-0.290;44.593;-4.660;21.844;-16.1;-3.0;174.4;35.1;12;2025-05-13;13:08:19;51.935.268;4.199.205;-11.642.587.891;-6.928.927.246;93.2;26.28;248.83;20.33;26.2;396.00;395.00;395.00;396.00;
254794;100670;54.60;31.4;0.776;2.385;-8.931;0.046;0.081;-0.323;44.593;-4.660;21.844;-15.9;-3.1;174.7;35.1;12;2025-05-13;13:08:19;51.935.268;4.199.205;-11.642.587.891;-6.928.927.246;93.2;26.19;257.24;20.67;26.2;396.00;395.00;395.00;396.00;
254894;100666;54.97;31.4;1.992;3.160;-8.926;-0.022;0.036;-0.308;44.593;-4.660;21.844;-15.9;-3.5;175.1;35.1;12;2025-05-13;13:08:19;51.935.268;4.199.205;-11.642.587.891;-6.928.927.246;93.2;26.37;258.30;20.71;26.2;396.00;395.00;395.00;396.00;
254994;100656;55.80;31.4;0.354;4.779;-10.836;-0.044;0.000;-0.310;44.593;-4.660;21.844;-16.2;-3.4;175.4;35.1;12;2025-05-13;13:08:19;51.935.268;4.199.205;-11.642.587.891;-6.928.927.246;93.2;26.37;245.67;20.20;26.2;396.00;395.00;395.00;396.00;
255094;100652;56.15;31.4;1.642;4.650;-9.974;-0.051;-0.015;-0.308;44.593;-4.660;21.844;-16.5;-3.6;175.7;35.0;12;2025-05-13;13:08:19;51.935.268;4.199.205;-11.642.587.891;-6.928.927.246;93.2;26.37;255.14;20.59;26.2;396.00;395.00;395.00;396.00;
255194;100644;56.78;31.4;0.881;3.769;-10.645;-0.076;-0.059;-0.303;44.593;-4.660;21.844;-16.6;-3.7;176.0;35.1;12;2025-05-13;13:08:20;51.935.421;4.199.243;-11.640.017.578;-6.911.895.020;93.2;26.46;258.30;20.71;26.2;396.00;395.00;395.00;396.00;
255294;100638;57.28;31.4;1.154;4.429;-10.137;-0.047;-0.032;-0.300;44.593;-4.660;21.844;-16.8;-3.8;176.3;35.1;12;2025-05-13;13:08:20;51.935.421;4.199.243;-11.640.017.578;-6.911.895.020;93.2;26.46;260.40;20.80;26.2;396.00;395.00;395.00;396.00;
255394;100631;57.93;31.4;2.275;4.276;-8.954;-0.019;0.028;-0.294;44.593;-4.660;21.844;-17.1;-4.2;176.6;35.1;12;2025-05-13;13:08:20;51.935.421;4.199.243;-11.640.017.578;-6.911.895.020;99.7;26.37;250.93;20.42;26.2;396.00;395.00;395.00;396.00;
255494;100629;58.09;31.4;0.431;3.577;-11.162;-0.044;0.035;-0.284;44.593;-4.660;21.844;-17.1;-4.1;176.9;35.1;12;2025-05-13;13:08:20;51.935.421;4.199.243;-11.640.017.578;-6.911.895.020;99.7;26.46;251.98;20.46;26.2;396.00;395.00;395.00;396.00;
255594;100620;58.81;31.4;-0.096;3.199;-10.300;-0.025;0.022;-0.272;44.593;-4.660;21.844;-17.0;-3.9;177.2;35.1;12;2025-05-13;13:08:20;51.935.421;4.199.243;-11.640.017.578;-6.911.895.020;99.7;26.37;248.83;20.33;26.2;396.00;395.00;395.00;396.00;
255694;100613;59.39;31.4;-0.546;2.284;-10.027;0.045;0.002;-0.260;44.593;-4.660;21.844;-16.7;-3.5;177.4;35.1;12;2025-05-13;13:08:20;51.935.421;4.199.243;-11.640.017.578;-6.911.895.020;99.7;26.28;254.09;20.54;26.2;396.00;395.00;395.00;396.00;
255794;100606;60.02;31.4;0.105;3.524;-8.576;-0.054;-0.026;-0.254;44.593;-4.660;21.844;-16.9;-3.4;177.6;35.1;12;2025-05-13;13:08:20;51.935.421;4.199.243;-11.640.017.578;-6.911.895.020;99.7;26.19;260.40;20.80;26.2;396.00;395.00;395.00;396.00;
255894;100598;60.66;31.4;2.394;4.477;-8.643;-0.026;0.015;-0.250;44.593;-4.660;21.844;-17.3;-3.9;177.9;35.0;12;2025-05-13;13:08:20;51.935.421;4.199.243;-11.640.017.578;-6.911.895.020;99.7;26.19;257.24;20.67;26.2;396.00;395.00;395.00;396.00;
255994;100594;61.01;31.4;0.498;3.237;-10.008;-0.048;0.034;-0.241;44.593;-4.660;21.844;-17.3;-3.8;178.1;35.1;12;2025-05-13;13:08:20;51.935.421;4.199.243;-11.640.017.578;-6.911.895.020;99.7;26.19;258.30;20.71;26.2;396.00;395.00;395.00;396.00;
256094;100586;61.67;31.4;1.729;2.777;-9.912;-0.046;0.107;-0.217;44.593;-4.660;21.844;-17.1;-4.1;178.3;35.0;12;2025-05-13;13:08:20;51.935.421;4.199.243;-11.640.017.578;-6.911.895.020;99.7;26.28;257.24;20.67;26.2;396.00;395.00;395.00;396.00;
256194;100583;61.88;31.4;2.064;3.012;-9.270;-0.096;0.172;-0.203;44.593;-4.660;21.844;-17.1;-4.5;178.5;35.1;12;2025-05-13;13:08:21;51.935.600;4.199.242;-11.640.063.477;-6.892.191.895;99.7;26.19;257.24;20.67;26.2;396.00;395.00;395.00;396.00;
256294;100579;62.26;31.4;2.284;3.089;-9.678;-0.004;0.190;-0.210;44.593;-4.660;21.844;-17.1;-4.9;178.7;35.1;12;2025-05-13;13:08:21;51.935.600;4.199.242;-11.640.063.477;-6.892.191.895;99.7;26.37;257.24;20.67;26.2;396.00;395.00;395.00;396.00;
256394;100574;62.64;31.4;0.235;4.779;-9.773;-0.039;0.141;-0.197;44.593;-4.660;21.844;-17.5;-4.8;178.9;35.1;12;2025-05-13;13:08:21;51.935.600;4.199.242;-11.640.063.477;-6.892.191.895;107.1;26.28;257.24;20.67;26.2;396.00;395.00;395.00;396.00;
256494;100572;62.81;31.4;0.508;2.552;-11.765;-0.119;0.071;-0.195;44.593;-4.660;21.844;-17.1;-4.6;179.1;35.1;12;2025-05-13;13:08:21;51.935.600;4.199.242;-11.640.063.477;-6.892.191.895;107.1;26.37;264.61;20.97;26.2;396.00;395.00;395.00;396.00;
256594;100565;63.44;31.4;0.359;0.685;-8.571;-0.015;0.096;-0.227;44.593;-4.660;21.844;-16.5;-4.5;179.2;35.1;12;2025-05-13;13:08:21;51.935.600;4.199.242;-11.640.063.477;-6.892.191.895;107.1;26.28;263.56;20.92;26.2;396.00;395.00;395.00;396.00;
256694;100561;63.76;31.4;0.867;1.714;-9.965;0.022;0.095;-0.219;44.593;-4.660;21.844;-16.1;-4.6;179.3;35.1;12;2025-05-13;13:08:21;51.935.600;4.199.242;-11.640.063.477;-6.892.191.895;107.1;26.46;255.14;20.59;26.2;396.00;395.00;395.00;396.00;
256794;100557;64.11;31.4;2.093;4.492;-8.227;-0.036;-0.108;-0.228;44.593;-4.660;21.844;-16.6;-4.9;179.5;35.1;12;2025-05-13;13:08:21;51.935.600;4.199.242;-11.640.063.477;-6.892.191.895;107.1;26.46;258.30;20.71;26.2;396.00;395.00;395.00;396.00;
256894;100550;64.66;31.4;-0.900;1.973;-11.037;0.036;-0.159;-0.246;44.593;-4.660;21.844;-16.3;-4.5;179.6;35.1;12;2025-05-13;13:08:21;51.935.600;4.199.242;-11.640.063.477;-6.892.191.895;107.1;26.46;264.61;20.97;26.2;396.00;395.00;395.00;396.00;
256994;100546;65.00;31.4;-0.891;3.457;-11.444;0.002;-0.224;-0.228;44.593;-4.660;21.844;-16.3;-4.0;179.7;35.1;12;2025-05-13;13:08:21;51.935.600;4.199.242;-11.640.063.477;-6.892.191.895;107.1;26.46;263.56;20.92;26.2;396.00;395.00;395.00;396.00;
257094;100537;65.76;31.4;0.555;3.524;-9.615;-0.033;-0.261;-0.222;44.593;-4.660;21.844;-16.4;-3.9;179.8;35.0;12;2025-05-13;13:08:21;51.935.600;4.199.242;-11.640.063.477;-6.892.191.895;107.1;26.63;263.56;20.92;26.2;396.00;395.00;395.00;396.00;
257194;100535;65.95;31.4;1.901;2.227;-9.050;0.048;-0.240;-0.218;44.593;-4.660;21.844;-16.2;-4.3;179.9;35.0;12;2025-05-13;13:08:21;51.935.600;4.199.242;-11.640.063.477;-6.892.191.895;107.1;26.72;258.30;20.71;26.2;396.00;395.00;395.00;396.00;
257294;100528;66.55;31.4;1.513;3.093;-10.176;0.055;-0.290;-0.196;44.593;-4.660;21.844;-16.2;-4.4;180.0;35.1;12;2025-05-13;13:08:22;51.935.787;4.199.179;-11.644.415.039;-6.871.078.125;107.1;26.81;270.92;21.21;26.2;396.00;395.00;395.00;396.00;
257394;100518;67.33;31.4;0.623;2.974;-11.363;0.038;-0.257;-0.183;44.593;-4.660;21.844;-16.1;-4.3;180.1;35.0;12;2025-05-13;13:08:22;51.935.787;4.199.179;-11.644.415.039;-6.871.078.125;113.8;26.81;269.87;21.17;26.2;396.00;395.00;395.00;396.00;
257494;100517;67.46;31.4;2.088;3.031;-9.089;0.108;-0.221;-0.182;44.593;-4.660;21.844;-16.2;-4.7;180.2;35.1;12;2025-05-13;13:08:22;51.935.787;4.199.179;-11.644.415.039;-6.871.078.125;113.8;26.89;287.76;21.86;26.2;396.00;395.00;395.00;396.00;
257594;100507;68.30;31.4;0.302;2.773;-10.626;0.021;-0.283;-0.189;44.593;-4.660;21.844;-16.1;-4.5;180.3;35.0;12;2025-05-13;13:08:22;51.935.787;4.199.179;-11.644.415.039;-6.871.078.125;113.8;26.89;325.63;23.26;26.2;396.00;395.00;395.00;396.00;
257694;100506;68.34;31.4;-0.249;1.915;-10.286;-0.085;-0.116;-0.182;34.344;5.914;25.832;-15.4;-4.3;181.0;35.1;12;2025-05-13;13:08:22;51.935.787;4.199.179;-11.644.415.039;-6.871.078.125;113.8;26.89;275.13;21.38;26.2;396.00;395.00;395.00;396.00;
257794;100499;68.98;31.4;0.833;3.184;-10.266;-0.085;0.042;-0.203;33.085;5.377;25.658;-15.1;-4.4;181.7;35.1;12;2025-05-13;13:08:22;51.935.787;4.199.179;-11.644.415.039;-6.871.078.125;113.8;26.72;284.60;21.74;26.2;396.00;395.00;395.00;396.00;
257894;100498;69.05;31.4;-0.359;3.357;-12.249;-0.150;0.164;-0.228;33.085;5.377;25.658;-14.8;-4.1;182.3;35.0;12;2025-05-13;13:08:22;51.935.787;4.199.179;-11.644.415.039;-6.871.078.125;113.8;26.72;326.68;23.30;26.2;396.00;395.00;395.00;396.00;
257994;100491;69.61;31.4;0.005;2.600;-10.836;-0.062;0.180;-0.248;33.085;5.377;25.658;-14.4;-4.0;182.9;35.1;12;2025-05-13;13:08:22;51.935.787;4.199.179;-11.644.415.039;-6.871.078.125;113.8;26.63;298.28;22.26;26.2;396.00;395.00;395.00;396.00;
258094;100488;69.87;31.4;-0.675;3.476;-12.733;-0.085;0.115;-0.251;33.085;5.377;25.658;-14.1;-3.7;183.5;35.0;12;2025-05-13;13:08:22;51.935.787;4.199.179;-11.644.415.039;-6.871.078.125;113.8;26.54;291.96;22.02;26.2;396.00;395.00;395.00;396.00;
258194;100482;70.42;31.4;0.934;3.156;-10.592;-0.068;0.298;-0.264;33.085;5.377;25.658;-13.9;-3.9;184.1;35.1;12;2025-05-13;13:08:22;51.935.787;4.199.179;-11.644.415.039;-6.871.078.125;113.8;26.37;316.16;22.92;26.2;396.00;395.00;395.00;396.00;
258294;100479;70.62;31.4;1.848;4.061;-14.662;-0.109;0.559;-0.317;33.085;5.377;25.658;-13.7;-4.1;184.6;35.0;12;2025-05-13;13:08:23;51.935.974;4.199.048;-11.653.359.375;-6.850.540.039;113.8;26.37;320.37;23.07;26.2;396.00;395.00;395.00;396.00;
258394;100473;71.18;31.4;1.288;1.767;-12.311;-0.051;0.716;-0.378;33.085;5.377;25.658;-13.2;-4.3;185.1;35.0;12;2025-05-13;13:08:23;51.935.974;4.199.048;-11.653.359.375;-6.850.540.039;119.1;26.19;316.16;22.92;26.2;396.00;395.00;395.00;396.00;
258494;100466;71.71;31.3;1.451;0.800;-11.248;0.050;0.757;-0.420;33.085;5.377;25.658;-12.4;-4.6;185.6;35.0;12;2025-05-13;13:08:23;51.935.974;4.199.048;-11.653.359.375;-6.850.540.039;119.1;26.28;338.26;23.70;26.2;396.00;395.00;395.00;396.00;
258594;100464;71.91;31.3;1.374;2.533;-12.843;0.046;0.706;-0.448;33.085;5.377;25.658;-12.1;-4.8;186.1;35.1;12;2025-05-13;13:08:23;51.935.974;4.199.048;-11.653.359.375;-6.850.540.039;119.1;26.37;341.41;23.81;26.2;396.00;395.00;395.00;396.00;
258694;100458;72.41;31.3;2.040;1.331;-12.895;0.058;0.379;-0.410;33.085;5.377;25.658;-11.6;-5.1;186.5;35.0;12;2025-05-13;13:08:23;51.935.974;4.199.048;-11.653.359.375;-6.850.540.039;119.1;25.93;347.73;24.03;26.2;396.00;395.00;395.00;396.00;
258794;100440;73.94;31.3;2.150;3.357;-9.644;0.102;-0.089;-0.357;33.085;5.377;25.658;-11.8;-5.4;186.9;35.1;12;2025-05-13;13:08:23;51.935.974;4.199.048;-11.653.359.375;-6.850.540.039;119.1;25.14;338.26;23.70;26.2;396.00;395.00;395.00;396.00;
258894;100426;75.11;31.3;1.279;1.681;-9.136;0.069;-0.241;-0.279;33.085;5.377;25.658;-11.5;-5.6;187.3;35.0;12;2025-05-13;13:08:23;51.935.974;4.199.048;-11.653.359.375;-6.850.540.039;119.1;24.43;347.73;24.03;26.2;396.00;395.00;395.00;396.00;
258994;100427;74.98;31.3;1.642;0.958;-8.772;0.162;-0.195;-0.147;33.085;5.377;25.658;-11.0;-5.8;187.6;35.0;12;2025-05-13;13:08:23;51.935.974;4.199.048;-11.653.359.375;-6.850.540.039;119.1;24.26;352.99;24.21;26.2;396.00;395.00;395.00;396.00;
259094;100424;75.21;31.3;1.800;2.533;-9.007;0.103;-0.259;-0.040;33.085;5.377;25.658;-11.1;-6.1;187.9;35.0;12;2025-05-13;13:08:23;51.935.974;4.199.048;-11.653.359.375;-6.850.540.039;119.1;24.17;338.26;23.70;26.2;396.00;395.00;395.00;396.00;
259194;100417;75.82;31.3;1.777;2.332;-10.252;0.144;-0.056;0.028;33.085;5.377;25.658;-11.0;-6.3;188.2;35.1;12;2025-05-13;13:08:24;51.936.146;4.198.846;-11.667.238.281;-6.831.188.965;119.1;23.99;326.68;23.30;26.2;396.00;395.00;395.00;396.00;
259294;100413;76.18;31.3;1.820;2.260;-8.155;0.035;-0.067;0.087;33.085;5.377;25.658;-11.0;-6.6;188.5;35.0;12;2025-05-13;13:08:24;51.936.146;4.198.846;-11.667.238.281;-6.831.188.965;119.1;23.73;341.41;23.81;26.2;396.00;395.00;395.00;396.00;
259394;100410;76.40;31.3;2.782;2.964;-7.729;0.056;0.072;0.102;33.085;5.377;25.658;-11.3;-7.3;188.8;35.0;12;2025-05-13;13:08:24;51.936.146;4.198.846;-11.667.238.281;-6.831.188.965;123.2;23.64;343.52;23.89;26.2;396.00;395.00;395.00;396.00;
259494;100404;76.93;31.3;1.235;2.409;-9.156;0.036;0.118;0.094;33.085;5.377;25.658;-11.3;-7.3;189.1;35.0;12;2025-05-13;13:08:24;51.936.146;4.198.846;-11.667.238.281;-6.831.188.965;123.2;23.55;349.83;24.11;26.2;396.00;395.00;395.00;396.00;
259594;100402;77.07;31.3;-0.220;1.460;-10.147;0.021;0.180;0.075;33.085;5.377;25.658;-11.0;-7.0;189.3;35.0;12;2025-05-13;13:08:24;51.936.146;4.198.846;-11.667.238.281;-6.831.188.965;123.2;23.55;362.46;24.54;26.2;396.00;395.00;395.00;396.00;
259694;100395;77.64;31.3;-0.115;1.168;-11.028;-0.060;0.289;0.038;33.085;5.377;25.658;-10.7;-6.6;189.5;35.0;12;2025-05-13;13:08:24;51.936.146;4.198.846;-11.667.238.281;-6.831.188.965;123.2;23.55;411.91;26.16;26.2;396.00;395.00;395.00;396.00;
259794;100395;77.64;31.3;1.882;2.174;-13.149;-0.029;0.572;-0.018;33.085;5.377;25.658;-10.5;-6.8;189.8;35.0;12;2025-05-13;13:08:24;51.936.146;4.198.846;-11.667.238.281;-6.831.188.965;123.2;23.73;453.99;27.46;26.2;396.00;395.00;395.00;396.00;
259894;100393;77.81;31.3;0.924;2.049;-13.915;-0.038;0.624;-0.078;33.085;5.377;25.658;-10.3;-6.7;190.0;35.0;12;2025-05-13;13:08:24;51.936.146;4.198.846;-11.667.238.281;-6.831.188.965;123.2;23.73;385.60;25.31;26.2;396.00;395.00;395.00;396.00;
259994;100391;78.01;31.3;0.134;2.701;-14.648;0.036;0.634;-0.141;33.085;5.377;25.658;-10.2;-6.5;190.2;35.0;12;2025-05-13;13:08:24;51.936.146;4.198.846;-11.667.238.281;-6.831.188.965;123.2;23.91;431.90;26.78;26.2;396.00;395.00;395.00;396.00;
260094;100380;78.93;31.3;1.432;2.452;-11.842;0.097;0.604;-0.192;33.085;5.377;25.658;-10.1;-6.6;190.4;35.0;12;2025-05-13;13:08:24;51.936.146;4.198.846;-11.667.238.281;-6.831.188.965;123.2;23.82;435.05;26.88;26.2;396.00;395.00;395.00;396.00;
260194;100375;79.31;31.3;2.466;1.422;-11.157;0.193;0.463;-0.240;33.085;5.377;25.658;-9.9;-7.0;190.6;35.0;12;2025-05-13;13:08:25;51.936.310;4.198.584;-11.685.184.570;-6.813.229.492;123.2;23.82;400.33;25.79;26.2;396.00;395.00;395.00;396.00;
260294;100363;80.34;31.3;0.977;2.581;-9.237;0.066;0.232;-0.259;33.085;5.377;25.658;-10.0;-6.9;190.8;35.0;12;2025-05-13;13:08:25;51.936.310;4.198.584;-11.685.184.570;-6.813.229.492;123.2;23.47;422.43;26.49;26.2;396.00;395.00;395.00;396.00;
260394;100359;80.66;31.3;-0.345;2.059;-7.590;0.072;0.189;-0.215;33.085;5.377;25.658;-10.2;-6.5;191.1;35.0;12;2025-05-13;13:08:25;51.936.310;4.198.584;-11.685.184.570;-6.813.229.492;125.8;23.55;421.37;26.46;26.2;396.00;395.00;395.00;396.00;
260494;100352;81.29;31.3;1.571;0.623;-8.255;-0.025;0.150;-0.176;33.085;5.377;25.658;-9.8;-6.7;191.2;35.0;12;2025-05-13;13:08:25;51.936.310;4.198.584;-11.685.184.570;-6.813.229.492;125.8;23.47;392.97;25.55;26.2;396.00;395.00;395.00;396.00;
260594;100345;81.85;31.2;-0.958;-0.206;-7.729;0.033;-0.063;-0.108;33.085;5.377;25.658;-9.2;-6.1;191.3;35.0;12;2025-05-13;13:08:25;51.936.310;4.198.584;-11.685.184.570;-6.813.229.492;125.8;23.20;387.71;25.38;26.2;396.00;395.00;395.00;396.00;
260694;100343;82.04;31.2;-0.484;1.006;-11.650;-0.030;-0.313;-0.048;33.085;5.377;25.658;-8.9;-5.6;191.4;35.0;12;2025-05-13;13:08:25;51.936.310;4.198.584;-11.685.184.570;-6.813.229.492;125.8;23.12;382.45;25.21;26.2;396.00;395.00;395.00;396.00;
260794;100342;82.14;31.2;0.402;0.560;-8.648;-0.066;-0.283;0.016;33.085;5.377;25.658;-8.6;-5.5;191.5;34.9;12;2025-05-13;13:08:25;51.936.310;4.198.584;-11.685.184.570;-6.813.229.492;125.8;23.29;382.45;25.21;26.2;396.00;395.00;395.00;396.00;
260894;100343;82.01;31.2;0.211;3.117;-8.892;-0.129;-0.242;0.046;33.085;5.377;25.658;-9.1;-5.3;191.6;35.0;12;2025-05-13;13:08:25;51.936.310;4.198.584;-11.685.184.570;-6.813.229.492;125.8;23.12;392.97;25.55;26.2;396.00;395.00;395.00;396.00;
260994;100344;81.94;31.2;0.426;1.144;-13.082;-0.092;-0.185;0.070;33.085;5.377;25.658;-8.8;-5.1;191.7;35.0;12;2025-05-13;13:08:25;51.936.310;4.198.584;-11.685.184.570;-6.813.229.492;125.8;23.20;385.60;25.31;26.2;396.00;395.00;395.00;396.00;
261094;100343;82.01;31.2;0.555;4.032;-12.598;-0.119;-0.267;0.079;33.085;5.377;25.658;-9.2;-5.0;191.8;35.1;12;2025-05-13;13:08:25;51.936.310;4.198.584;-11.685.184.570;-6.813.229.492;125.8;23.29;375.08;24.96;26.2;396.00;395.00;395.00;396.00;
261194;100340;82.30;31.2;1.805;1.350;-11.665;0.016;-0.282;0.068;33.085;5.377;25.658;-9.0;-5.1;191.9;35.0;12;2025-05-13;13:08:25;51.936.310;4.198.584;-11.685.184.570;-6.813.229.492;125.8;23.55;375.08;24.96;26.2;396.00;395.00;395.00;396.00;
261294;100337;82.53;31.2;2.787;2.816;-12.953;0.000;-0.329;0.072;33.085;5.377;25.658;-9.1;-5.5;192.0;35.0;12;2025-05-13;13:08:26;51.936.481;4.198.321;-11.703.209.961;-6.793.990.234;125.8;23.82;392.97;25.55;26.2;396.00;395.00;395.00;396.00;
261394;100334;82.79;31.2;0.872;-0.230;-12.996;-0.048;-0.339;0.056;33.085;5.377;25.658;-8.5;-5.4;192.1;35.0;12;2025-05-13;13:08:26;51.936.481;4.198.321;-11.703.209.961;-6.793.990.234;129.9;24.17;369.82;24.79;26.2;396.00;395.00;395.00;396.00;
261494;100331;83.02;31.2;1.197;2.361;-11.741;-0.047;-0.230;0.055;-2.877;3.943;26.699;-8.0;-6.2;192.3;35.0;12;2025-05-13;13:08:26;51.936.481;4.198.321;-11.703.209.961;-6.793.990.234;129.9;24.52;381.39;25.17;26.2;396.00;395.00;395.00;396.00;
261594;100321;83.88;31.2;2.476;2.835;-12.766;-0.062;-0.116;0.069;-2.877;3.943;26.699;-7.7;-7.2;192.4;35.0;12;2025-05-13;13:08:26;51.936.481;4.198.321;-11.703.209.961;-6.793.990.234;129.9;24.61;371.92;24.86;26.2;396.00;395.00;395.00;396.00;
261694;100318;84.18;31.2;0.321;3.175;-13.805;-0.093;0.075;0.029;-2.877;3.943;26.699;-7.3;-7.6;192.6;35.0;12;2025-05-13;13:08:26;51.936.481;4.198.321;-11.703.209.961;-6.793.990.234;129.9;24.52;365.61;24.64;26.2;396.00;395.00;395.00;396.00;
261794;100311;84.75;31.2;0.445;1.891;-13.609;-0.039;0.124;-0.004;-2.877;3.943;26.699;-6.8;-8.0;192.7;34.9;12;2025-05-13;13:08:26;51.936.481;4.198.321;-11.703.209.961;-6.793.990.234;129.9;24.96;406.64;25.99;26.2;396.00;395.00;395.00;396.00;
